Topic,Top Terms
Algorithms,vector quantization rate-distortion computation selection optimized integrated picture encoding strategy optimal wavelet arbitrary search classified transforms reference differential verification avc
Computer Architecture,system applications processing digital watermarking processor implementation hdtv multimedia parallel high-performance codec signal data chip vision jpeg2000 reconfigurable hybrid processors
Information Retrieval,retrieval segmentation content-based approach extraction semantic object indexing applications interactive unified from application binary field systems relevance audio-visual shape feedback
Embedded Systems,matching vlsi search block-matching novel low-power architectures hardware full-search feature hierarchical its implementation cmos filter flexible algorithms pursuit new data
Networking,networks streaming over wireless systems multicast allocation distributed resource optimization transmission vbr atm video-on-demand energy mpeg joint traffic channel layered
Statistical Computing,visual recognition videos network surveillance summarization event models markov model random neural activity devices mobile field system conditional content mixture
Multimedia,filter color filters interpolation application conversion signals motion-compensated subband fir hardware processing its method progressive scheme fuzzy filtering multiplier super-resolution
Networking-1,multiple description scheme h.264 wyner-ziv quantization reference domain side fractal frame pictures internet scalar streaming decomposition single two-stage svc quantizer
Telecommunications,transmission over error wireless channels networks error-resilient communication streaming protection correction mobile transport packet atm h.263 concealment optimized schemes codes
Bioinformatics,from facial dynamic mpeg-4 human animation sequences sequence parameters removal noise modeling linear model movement patterns fusion search residual pose
Sensor Networks,stereo approach systems flow local matching hybrid text disparity optical localization compressed accurate bayesian through modeling boundary domain accuracy people
Image Processing,compensation filtering enhancement deblocking visual method directional region-based resolution local weighted environment super-resolution reduced contrast dct-domain stereoscopic displays multiview saliency
Multimedia-1,reduction blocking compressed artifacts wavelet technique coded advanced arithmetic noise region effect sequences low-complexity postprocessing artifact iterative mechanism block-coded multipoint
Image Processing-1,objects automatic object segmentation system moving sequences background adaptation tracking from model-based applications camera multiple generation face extraction reconstruction cameras
Image Processing-2,tracking object segmentation via visual representation multiple fusion hierarchical improved dynamic contour particle clustering framework feature active probabilistic global color
Telecommunications-1,error concealment techniques temporal algorithms packet enhanced approach information without spatial mpeg-2 improving errors jpeg2000 resilience drift transmission block-matching loss
Software Engineering,quality assessment perceptual applications metric methods novel visual stereoscopic evaluation study optimization display no-reference subjective scanning spatio-temporal effects algorithms model
Optimization,variable multiview block-based coder depth under h.264 length content constraints effective map scheduling decision mode interpolation correlation encoding switching early
Image Processing-3,object-based multiview synthesis mesh sequences view correction stereo three-dimensional model film geometry regression predictive rendering optimal compensation nonlinear spectral system
Algorithms-1,model its mpeg application compressed dct domain distortion modeling coder videos spatially spatiotemporal quantization global generalized time frame theory segmentation
Image Processing-4,recognition human representation face learning action features classification spatio-temporal pattern method scene sparse similarity information gait tensor measure statistical unsupervised
Telecommunications-2,allocation bit rate-distortion mpeg-4 joint shape optimal optimization texture optimized dependent progressive subband generalized transmission via codecs models object-based framework
Multimedia-2,low bit-rate bit very wavelet-based codec hierarchical subband partitioning h.263 trees rates spiht wavelet embedded comparison stream decomposition technique regions
Computer Architecture-1,discrete 2-d wavelet implementation cosine transforms vlsi new scheme parallel architectures two-dimensional its orthogonal dct computation hdtv processor integer inverse
Metaheuristics,complexity performance encoding search algorithms memory reduction low frame binary new feedback multimedia computational distributed power pyramid load up-conversion requirements
Machine Learning,mode decision frame intra compensation prediction h.264 transcoding interpolation scheme mpeg-2 hybrid selection hierarchical method transcoder cost entropy hevc dynamic
Algorithms-2,special introduction issue standard efficiency high hevc mpeg-7 overview multimedia extension visual framework content tools editorial guest emerging fine descriptor
Multimedia-3,prediction spatial motion-compensated coders scalability temporal wavelet denoising modeling statistical combined multiresolution techniques compensated filtering quadtree recursive h.264/svc decoding domain
Multimedia-4,data method dct technique hiding distortion improved arbitrarily reversible shaped blocks coefficients information texture embedding lossless block-based macroblock optimal prediction
Computer Architecture-2,decoder encoder high jpeg decoding cabac memory surveillance survey 2000 selective parallel method cavlc encryption access new definition high-throughput authentication
